_id,term,definition,analysis.pos_tags[0][0],analysis.pos_tags[0][1],analysis.pos_tags[1][0],analysis.pos_tags[1][1],analysis.stems[0],analysis.stems[1],created_at,sentiment_score,source_link,status,category
69538a51a507d8787b04b395,플레이어형 잡몹,,,,,,,,2025-12-30T17:16:17.237Z,,https://namu.wiki/w/%ED%94%8C%EB%A0%88%EC%9D%B4%EC%96%B4%ED%98%95%20%EC%9E%A1%EB%AA%B9,raw,
69538a51a507d8787b04b396,패턴화,,,,,,,,2025-12-30T17:16:17.238Z,,https://namu.wiki/w/%ED%8C%A8%ED%84%B4%ED%99%94,raw,
69538a51a507d8787b04b397,스킵,,,,,,,,2025-12-30T17:16:17.238Z,,https://namu.wiki/w/%EC%8A%A4%ED%82%B5,raw,
69538a51a507d8787b04b398,패턴 스킵,,,,,,,,2025-12-30T17:16:17.238Z,,https://namu.wiki/w/%ED%8C%A8%ED%84%B4%20%EC%8A%A4%ED%82%B5,raw,
69538a51a507d8787b04b399,히트박스,,,,,,,,2025-12-30T17:16:17.239Z,,https://namu.wiki/w/%ED%9E%88%ED%8A%B8%EB%B0%95%EC%8A%A4,raw,
69538a51a507d8787b04b39a,히트스캔,,,,,,,,2025-12-30T17:16:17.239Z,,https://namu.wiki/w/%ED%9E%88%ED%8A%B8%EC%8A%A4%EC%BA%94,raw,
69538a51a507d8787b04b39b,회차 플레이,,,,,,,,2025-12-30T17:16:17.240Z,,https://namu.wiki/w/%ED%9A%8C%EC%B0%A8%20%ED%94%8C%EB%A0%88%EC%9D%B4,raw,
69538a51a507d8787b04b39c,CPU 보정,,,,,,,,2025-12-30T17:16:17.240Z,,https://namu.wiki/w/CPU%20%EB%B3%B4%EC%A0%95,raw,
69538a51a507d8787b04b39d,1라운드 보스,,,,,,,,2025-12-30T17:16:17.241Z,,https://namu.wiki/w/1%EB%9D%BC%EC%9A%B4%EB%93%9C%20%EB%B3%B4%EC%8A%A4,raw,
69538a51a507d8787b04b39e,틀:게임 시점,,,,,,,,2025-12-30T17:16:17.241Z,,https://namu.wiki/w/%ED%8B%80:%EA%B2%8C%EC%9E%84%20%EC%8B%9C%EC%A0%90,raw,
69538a51a507d8787b04b39f,스피드런,,,,,,,,2025-12-30T17:16:17.241Z,,https://namu.wiki/w/%EC%8A%A4%ED%94%BC%EB%93%9C%EB%9F%B0,raw,
